paper_id,title,session,page_count,pdf_url,overall_reporting,training_compute,training_terms,training_evidence_clue,inference_compute,inference_terms,inference_evidence_clue,hardware_terms_anywhere,extraction_note
157,Guided Streaming Stochastic Interpolant Policy,Session Modeling and Optimization,10,https://www.roboticsproceedings.org/rss22/p157.pdf,Inference-side only/mostly,Not reported,Not reported,,Explicit latency/rate,14.75 ms; 91.52 ms; 7.78 ms; 11.37 ms; 13.72 ms; 18.49 ms,"In particular, CCG-P achieves the high- est success rate (74.3%) while maintaining low per-step la- tency (14.75 ms), outperforming classifier-guided DP (58.5%, 0.8 91.52 ...",A5000; workstation; GPU,Automatic full-text regex extraction; verify PDF for final claims.
158,Damage Adaptation in Seconds for Architected Materials,Session Modeling and Optimization,12,https://www.roboticsproceedings.org/rss22/p158.pdf,Inference-side only/mostly,Not reported,Not reported,,Partial real-time/runtime clue,Not reported,"Our algorithm is able to adapt to cuts, burns, metrically defined by constant terms that engineers typically and actuator repairs, enabling simulation-free real-time adap- ...",TPU; RTX3080; embedded; laptop; GPU,Automatic full-text regex extraction; verify PDF for final claims.
159,NeuralActuator: Neural Actuation Modeling for Robot Dynamics and External Force Perception,Session Modeling and Optimization,12,https://www.roboticsproceedings.org/rss22/p159.pdf,Training + inference reported,Explicit HW only,GPU,Network training and inference force Z− 1.0 5.9 0.6 0.6 1.0 0.36 2.9 6.6 2.8 2.5 1.0 0.64 3.8 6.4 3.5 2.0 1.0 0.57 ...,Explicit latency/rate,019 Hz; 992 Hz; 62.3 Hz,"(b=1) 4,019 Hz and held fixed.",NVIDIA GeForce RTX 5080; RTX 4090; A6000; workstation; NVIDIA; GPU; embedded,Automatic full-text regex extraction; verify PDF for final claims.
160,Muninn: Your Trajectory Diffusion Model But Faster,Session Modeling and Optimization,12,https://www.roboticsproceedings.org/rss22/p160.pdf,Training + inference reported,Explicit HW only,GPU,"data change acceleration methods are opaque: they reduce compute, but Distill-1 step Extra Training Cost (GPU hours) 200 77.1% Full multi-step ↑ ↑ ↑ ...",Explicit HW + latency/rate,GPU; 957 ms; 24GB,"wall-clock 957 ms, at which point it achieves the maximum possible D4RL score.",embedded; NVIDIA; GPU,Automatic full-text regex extraction; verify PDF for final claims.
161,Consensus-based optimization (CBO): Towards Global Optimality in Robotics,Session Modeling and Optimization,11,https://www.roboticsproceedings.org/rss22/p161.pdf,"Hardware mentioned, cost not tied to train/infer",Not reported,Not reported,,Not reported,Not reported,,GeForce RTX 5090; GPU; NVIDIA; Laptop,Automatic full-text regex extraction; verify PDF for final claims.
162,Natural Functional Gradients for Smooth Trajectory Optimization,Session Modeling and Optimization,11,https://www.roboticsproceedings.org/rss22/p162.pdf,Training + inference reported,Explicit HW only,GPU,"Recent GPU-accelerated methods improve optimization trajectory feasibility and produces smoother trajectories than throughput, yet trajectory generation under narrow geometric representative planning and trajectory optimization ...",Explicit latency/rate,100 Hz,optimization is performed over a fixed 5 s horizon discretized at 100 Hz using 100 sampled trajectories per optimization step B.,GPU,Automatic full-text regex extraction; verify PDF for final claims.
163,IMPACT: An Implicit Active-Set Augmented Lagrangian for Fast Contact-Implicit Trajectory Optimization,Session Modeling and Optimization,11,https://www.roboticsproceedings.org/rss22/p163.pdf,Inference-side only/mostly,Not reported,Not reported,,Explicit latency/rate,60 Hz; 10 Hz; 1.30 Hz,For a 50-60 Hz CI-MPC on our test PC.,desktop; CPU; GPU,Automatic full-text regex extraction; verify PDF for final claims.
164,RIO: Flexible Real-time Robot I/O for Cross-Embodiment Robot Learning,Session Modeling and Optimization,11,https://www.roboticsproceedings.org/rss22/p164.pdf,Inference-side only/mostly,Not reported,Not reported,,Explicit latency/rate,85.8 ms; 80 Hz; 130.3 ms,"We open source RIO, and continuous control despite the ∼85.8 ms model forward pass.",NVIDIA GeForce RTX 4090; GPU; server; onboard; CPU; desktop; NVIDIA,Automatic full-text regex extraction; verify PDF for final claims.
165,Structured Learning for Electromagnetic Field Modeling and Real-Time Inversion,Session Modeling and Optimization,11,https://www.roboticsproceedings.org/rss22/p165.pdf,Inference-side only/mostly,Not reported,Not reported,,Explicit latency/rate,1 ms; 1.5 ms,"Nel- the range of approximately 1 ms, ensuring that computational son.",CPU,Automatic full-text regex extraction; verify PDF for final claims.
166,FreeOcc: Training-Free Embodied Open-Vocabulary Occupancy Prediction,Session Perception and Estimation,12,https://www.roboticsproceedings.org/rss22/p166.pdf,Not reported,Not reported,Not reported,,Not reported,Not reported,,embedded,Automatic full-text regex extraction; verify PDF for final claims.
167,More with LESS – Local Scene Representations for Tactile Imaging,Session Perception and Estimation,11,https://www.roboticsproceedings.org/rss22/p167.pdf,Inference-side only/mostly,Not reported,Not reported,,Partial real-time/runtime clue,Not reported,We further observed that can be used as a hand-held device that produces accurate using a lower receptive field generalized better to the hand- ...,Not found,Automatic full-text regex extraction; verify PDF for final claims.
168,AnyAmber: A Generalist for Versatile Anonymous Bearing and Range Based Position Tracking,Session Perception and Estimation,11,https://www.roboticsproceedings.org/rss22/p168.pdf,Inference-side only/mostly,Not reported,Not reported,,Explicit runtime HW,Embedded,"Additionally, we incorporate a Sensor-Embedded GRU SS Data SM Data MS Data MM Data Existing module for adaptive UWB bias correction and a temporal ...",Embedded; embedded,Automatic full-text regex extraction; verify PDF for final claims.
169,Anticipatory Motion Suppression in Event-Based Cameras,Session Perception and Estimation,10,https://www.roboticsproceedings.org/rss22/p169.pdf,Inference-side only/mostly,Not reported,Not reported,,Explicit latency/rate,100 ms; 50 ms,Top row: Events accumulated over ∆tp = 100 ms with ground-truth IMO masks.,GeForce RTX 2080; GPUs; GPU; embedded; CPU,Automatic full-text regex extraction; verify PDF for final claims.
170,From Local Matches to Global Masks: Template-Guided Instance Detection and Segmentation in Open-World Scenes,Session Perception and Estimation,11,https://www.roboticsproceedings.org/rss22/p170.pdf,Training + inference reported,Explicit HW only,NVIDIA RTX A5000,"As a result, it requires higher compu- benchmark experiments on RoboTools and HR-InsDet are tational resources compared to conventional end-to-end de- conducted using two ...",Explicit HW + latency/rate,GPU; 15fps,"For positively correlated with the quality of the dense feature inference, we mount a Realsense D415 camera on the robot extractor, and validate our ...",NVIDIA A5000; RTX 4090; NVIDIA RTX 4090; NVIDIA RTX A5000; NVIDIA; GPUs; laptop; GPU,Automatic full-text regex extraction; verify PDF for final claims.
171,TE-SDF: Tetra-Encoded Signed Distance Field for Memory-Efficient and Accurate Collision Detection,Session Perception and Estimation,11,https://www.roboticsproceedings.org/rss22/p171.pdf,Training + inference reported,Explicit HW only,GPU,"To avoid these issues, we assign a end of the Face–TES collision detection, which filters out the warp (a GPU architecture-defined execution unit consisting ...",Explicit latency/rate,1 ms; 5 ms,"To reduce dis- crepancies arising from differences in the underlying dynamics solvers [19, 28], we use various timesteps (1 ms ∼ 5 ms) and ...",NVIDIA RTX 5090; GPU; GPUs; CPU; NVIDIA,Automatic full-text regex extraction; verify PDF for final claims.
172,Seeing is Believing: Certified Perception-Based Control from Learned Visual Representations via System Level Synthesis,Session Perception and Estimation,11,https://www.roboticsproceedings.org/rss22/p172.pdf,Inference-side only/mostly,Not reported,Not reported,,Explicit runtime HW,Onboard; onboard,(e) Onboard images collected to implement our controller.,onboard; Onboard; gPu; GPU,Automatic full-text regex extraction; verify PDF for final claims.
173,Picasso: Holistic Scene Reconstruction with Physics-Constrained Sampling,Session Perception and Estimation,11,https://www.roboticsproceedings.org/rss22/p173.pdf,Inference-side only/mostly,Not reported,Not reported,,Explicit latency/rate,60 Hz,We capture RGB-D data using an CRISP-Syn+Picasso 8.71 3.99 55% 0.35 CRISP-Real+Picasso 8.77 3.95 55% 0.33 iPad’s built-in LiDAR and camera sensors at 1920 ...,GPU,Automatic full-text regex extraction; verify PDF for final claims.
174,Simulation-Ready Cluttered Scene Estimation via Physics-aware Joint Shape and Pose Optimization,Session Perception and Estimation,11,https://www.roboticsproceedings.org/rss22/p174.pdf,Training-side only/mostly,Explicit HW only,CPU,"All the computations are done on CPU Appendix C for details on simulator setup), our reconstructions except for differentiable rendering based texture optimization.",Not reported,Not reported,,GeForce RTX 5090; CPU; GPU,Automatic full-text regex extraction; verify PDF for final claims.
175,"Viser: Imperative, Web-based 3D Visualization for Python",Session Perception and Estimation,12,https://www.roboticsproceedings.org/rss22/p175.pdf,Inference-side only/mostly,Not reported,Not reported,,Partial real-time/runtime clue,Not reported,"The transport and rendering Viser simple to install and run across platforms, including on layers are architected around real-time data streams, which headless servers ...",server; Server; CPU; GPU,Automatic full-text regex extraction; verify PDF for final claims.
176,Motion-Uncertainty-Aware Next-Best-View Planning for Moving Object Reconstruction,Session Perception and Estimation,11,https://www.roboticsproceedings.org/rss22/p176.pdf,Inference-side only/mostly,Not reported,Not reported,,Explicit latency/rate,427 ms; 479 ms,modestly from 427 ms for predicted-mean scoring to 479 ms for MC scoring with N = 40.,workstation; CPU; onboard,Automatic full-text regex extraction; verify PDF for final claims.
177,Relaxation-Aware Multimodal Sensing of Soft Gripper Driven by Structure-Perception-Learning,Session Perception and Estimation,11,https://www.roboticsproceedings.org/rss22/p177.pdf,Inference-side only/mostly,Not reported,Not reported,,Explicit latency/rate,0.14 ms; 4.94 ms; 3.5 ms; 1.3 ms; 4.8 ms; 30 Hz; 1 Hz,"The steady-state RCFN inference adds approximately 0.14 ms, resulting in a relaxation-compensated force latency of approximately 4.94 ms.",onboard; embedded,Automatic full-text regex extraction; verify PDF for final claims.
178,"CoCo-InEKF: State Estimation with Learned Contact Covariances in Dynamic, Contact-Rich Scenarios",Session Perception and Estimation,11,https://www.roboticsproceedings.org/rss22/p178.pdf,Training + inference reported,Explicit HW + time,Nvidia RTX 4090; 5 days,"Moreover, the body frame velocities are an observable quantity Models are trained on a single Nvidia RTX 4090 GPU of the InEKF, while the ...",Explicit HW + latency/rate,onboard; 600 Hz,"Adding additional loss terms simulations are performed at 600 Hz, matching the robot’s based on the position and orientation states is straightforward, low-level loop ...",Nvidia RTX 4090; onboard; Nvidia; GPU,Automatic full-text regex extraction; verify PDF for final claims.
179,Vec-QMDP: Vectorized POMDP Planning on CPUs for Real-Time Autonomous Driving,Session Planning,11,https://www.roboticsproceedings.org/rss22/p179.pdf,Training + inference reported,Explicit HW only,CPU,"Require: Initial belief b0 , number of CPU threads M , sce- Section VI introduces our vectorized belief-space trajectory narios per thread N optimization.",Explicit HW + latency/rate,CPU; 4.2 ms; 0.038 ms; 0.013 ms,The constructed speedup (4.2 ms vs.,Jetson AGX; CPU; GPU; CPUs; onboard; GPUs; embedded,Automatic full-text regex extraction; verify PDF for final claims.
180,From Reaction to Anticipation: Proactive Failure Recovery through Agentic Task Graph for Robotic Manipulation,Session Planning,18,https://www.roboticsproceedings.org/rss22/p180.pdf,Not reported,Not reported,Not reported,,Not reported,Not reported,,GPU; gpu,Automatic full-text regex extraction; verify PDF for final claims.
181,Hypothesis-driven Model Expansion under Uncertainty for Open-World Robot Planning,Session Planning,12,https://www.roboticsproceedings.org/rss22/p181.pdf,Inference-side only/mostly,Not reported,Not reported,,Partial real-time/runtime clue,Not reported,"This and the real world show that uncertainty-aware model expan- design supports tractable, real-time planning, but limits the sion significantly improves robustness and success ...",T4,Automatic full-text regex extraction; verify PDF for final claims.
182,ELVIS: Ensemble-Calibrated Latent Imagination for Long-Horizon Visual MPC,Session Planning,10,https://www.roboticsproceedings.org/rss22/p182.pdf,Inference-side only/mostly,Not reported,Not reported,,Partial real-time/runtime clue,Not reported,"SUNRISE uses ensemble-UCB style op- line under controlled model error, using real-time confidence timism for exploration [14], and POLO combines online trajec- thresholds and ...",Not found,Automatic full-text regex extraction; verify PDF for final claims.
183,Informative Path Planning with Guaranteed Estimation Uncertainty,Session Planning,11,https://www.roboticsproceedings.org/rss22/p183.pdf,Inference-side only/mostly,Not reported,Not reported,,Explicit runtime HW,CPU,All bench- marks were run on a computer with an Intel i9-14900K CPU max F (S) s.t.,onboard; CPU,Automatic full-text regex extraction; verify PDF for final claims.
184,KinDER: A Physical Reasoning Benchmark for Robot Learning and Planning,Session Planning,13,https://www.roboticsproceedings.org/rss22/p184.pdf,"Hardware mentioned, cost not tied to train/infer",Not reported,Not reported,,Not reported,Not reported,,TPU; NVIDIA,Automatic full-text regex extraction; verify PDF for final claims.
185,Integrated Hierarchical Decision-Making in Inverse Kinematic Planning and Control,Session Planning,11,https://www.roboticsproceedings.org/rss22/p185.pdf,Inference-side only/mostly,Not reported,Not reported,,Explicit latency/rate,2.7 ms; 0.8 ms; 0.3 ms; 0.7 ms,H-MOSEK (8.3±2.7 ms).,embedded; CPU,Automatic full-text regex extraction; verify PDF for final claims.
186,HOP: Fast Differential Dynamic Programming for Horizon-Optimal Trajectory Planning,Session Planning,10,https://www.roboticsproceedings.org/rss22/p186.pdf,Not reported,Not reported,Not reported,,Not reported,Not reported,,Not found,Automatic full-text regex extraction; verify PDF for final claims.
187,Implicit Null-space Manifold Generation for Redundant Robotic Systems,Session Planning,9,https://www.roboticsproceedings.org/rss22/p187.pdf,Inference-side only/mostly,Not reported,Not reported,,Explicit latency/rate,0.04 ms; 2.91 ms; 8.41 ms,"requiring approximately 0.04 ms per evaluation including (17) In contrast, the time required for GP construction was ap- and (18).",Not found,Automatic full-text regex extraction; verify PDF for final claims.
188,Exploit Agile Mobility of Steerable-Wheeled Mobile Robots: A Fast Motion Planning Approach,Session Planning,11,https://www.roboticsproceedings.org/rss22/p188.pdf,Inference-side only/mostly,Not reported,Not reported,,Explicit latency/rate,8.486 ms; 8.306 ms,"Except for the active-set algorithm, LMPC (median: 8.486 ms) and the proposed approach (me- all compared approaches are able to guide the SWMR to ...",Embedded; laptop,Automatic full-text regex extraction; verify PDF for final claims.
189,Sampling-Based Follow-the-Leader Motion Planning for Manipulator-Mounted Continuum Robots,Session Planning,10,https://www.roboticsproceedings.org/rss22/p189.pdf,Not reported,Not reported,Not reported,,Not reported,Not reported,,Not found,Automatic full-text regex extraction; verify PDF for final claims.
190,Certifiable Gradient-Based Contact-Rich Manipulation via Smoothing-Error Reachable Tubes,Session Planning,12,https://www.roboticsproceedings.org/rss22/p190.pdf,Not reported,Not reported,Not reported,,Not reported,Not reported,,embedded; desktop; GPU,Automatic full-text regex extraction; verify PDF for final claims.
191,Parallel Differentiable Reachability for Learning and Planning with Certified Neural Dynamics and Controllers,Session Planning,12,https://www.roboticsproceedings.org/rss22/p191.pdf,Inference-side only/mostly,Not reported,Not reported,,Explicit HW + latency/rate,RTX 4090; 10 Hz; 5 Hz,The planner runs online at approximately 10 Hz uncertainty.,RTX 4090; GPU; CPU; embedded,Automatic full-text regex extraction; verify PDF for final claims.
192,CRAFT: A Tendon-Driven Hand with Hybrid Hard-Soft Compliance,Session Robot & Sensor Design,10,https://www.roboticsproceedings.org/rss22/p192.pdf,"Hardware mentioned, cost not tied to train/infer",Not reported,Not reported,,Not reported,Not reported,,TPU,Automatic full-text regex extraction; verify PDF for final claims.
193,LightTact: A Visual-Tactile Fingertip Sensor for Deformation-Independent Contact Sensing,Session Robot & Sensor Design,10,https://www.roboticsproceedings.org/rss22/p193.pdf,Not reported,Not reported,Not reported,,Not reported,Not reported,,Not found,Automatic full-text regex extraction; verify PDF for final claims.
194,Bridging Language and Physics: Automated Design of Continuum Robots with Large Language Models,Session Robot & Sensor Design,9,https://www.roboticsproceedings.org/rss22/p194.pdf,Not reported,Not reported,Not reported,,Not reported,Not reported,,Not found,Automatic full-text regex extraction; verify PDF for final claims.
195,Latent Diffeomorphic Co-Design of End-Effectors for Deformable and Fragile Object Manipulation,Session Robot & Sensor Design,11,https://www.roboticsproceedings.org/rss22/p195.pdf,Not reported,Not reported,Not reported,,Not reported,Not reported,,Not found,Automatic full-text regex extraction; verify PDF for final claims.
196,Computational Design of a Low-Visibility UAV Using a Human-Aligned Perceptual Metric,Session Robot & Sensor Design,10,https://www.roboticsproceedings.org/rss22/p196.pdf,Inference-side only/mostly,Not reported,Not reported,,Explicit latency/rate,24 fps; 150 ms; 500 Hz,"of 24 fps and consistent with the 50 ∼ 150 ms persistence time of the human eye [17, 18, 16], we assume the observer ...",Not found,Automatic full-text regex extraction; verify PDF for final claims.
197,A Dual-Mode Electrical Capacitance Tomography Sensor for Robotic Proximity Servoing and Grasping,Session Robot & Sensor Design,9,https://www.roboticsproceedings.org/rss22/p197.pdf,Inference-side only/mostly,Not reported,Not reported,,Explicit latency/rate,20 Hz; 50 Hz; 100 Hz,Experiment Setup and Implementation: A closed-loop velocity controller runs at 20 Hz.,embedded; onboard,Automatic full-text regex extraction; verify PDF for final claims.
198,Continuum Robot Modeling with Action Conditioned Flow Matching,Session Robot & Sensor Design,14,https://www.roboticsproceedings.org/rss22/p198.pdf,Not reported,Not reported,Not reported,,Not reported,Not reported,,Embedded,Automatic full-text regex extraction; verify PDF for final claims.
199,A Super-Resolution and Multi-Axis Tactile Sensor with Soft Artificial Skin,Session Robot & Sensor Design,10,https://www.roboticsproceedings.org/rss22/p199.pdf,Inference-side only/mostly,Not reported,Not reported,,Partial real-time/runtime clue,Not reported,"During real-time inference, the system processes Building an accurate analytical model is challenging be- x to provide continuous 3D force and location estimation, cause ...",t4; embedded,Automatic full-text regex extraction; verify PDF for final claims.
200,Active Surface-Driven Reconfigurable Gripper: Robust Grasping and Sequential Manipulation of Thin Objects,Session Robot & Sensor Design,11,https://www.roboticsproceedings.org/rss22/p200.pdf,Not reported,Not reported,Not reported,,Not reported,Not reported,,desktop; Desktop,Automatic full-text regex extraction; verify PDF for final claims.
201,Long-Context Robot Imitation Learning by Focusing on Key History Frames,Session Imitation learning 3,10,https://www.roboticsproceedings.org/rss22/p201.pdf,Inference-side only/mostly,Not reported,Not reported,,Explicit latency/rate,50 Hz; 5 seconds per query; 1 Hz,"By contrast, Drawer Search and Stacking Puzzle represent a The control loop runs at 50 Hz for data collection and policy significant increase in ...",NVIDIA RTX 4090; workstation; NVIDIA; GPU,Automatic full-text regex extraction; verify PDF for final claims.
202,Functional Force-Aware Retargeting from Virtual Human Demos to Soft Robot Policies,Session Imitation learning 3,10,https://www.roboticsproceedings.org/rss22/p202.pdf,Inference-side only/mostly,Not reported,Not reported,,Explicit latency/rate,200 Hz,"The internal These demonstrations serve as the primary input to our force- pressure to the soft robot chambers are controlled precisely aware retargeting pipeline, ...",embedded,Automatic full-text regex extraction; verify PDF for final claims.
203,LAP: Language-Action Pre-training Enables Zero-Shot Cross-Embodiment Transfer,Session Imitation learning 3,12,https://www.roboticsproceedings.org/rss22/p203.pdf,Training + inference reported,Explicit HW only,TPU,Training uses a global batch size of 2048 across 64 TPU 3) VLA-0-replicated: supervises the VLM following v6e chips for 15k gradient steps (approximately ...,Explicit HW + latency/rate,NVIDIA RTX 4090; 25 Hz; 0.5Hz; 4Hz; 0.2Hz; 25Hz,at 25 Hz on an NVIDIA RTX 4090 GPU.,NVIDIA RTX 4090; TPU; NVIDIA; GPU,Automatic full-text regex extraction; verify PDF for final claims.
204,Unlocking In-the-Wild Loco-Manipulation with Robot-Free Egocentric Demonstration,Session Imitation learning 3,12,https://www.roboticsproceedings.org/rss22/p204.pdf,Inference-side only/mostly,Not reported,Not reported,,Explicit latency/rate,20 Hz; 100 Hz,Does policy performance scale with sampled to 20 Hz to align temporally with the robot data.,Not found,Automatic full-text regex extraction; verify PDF for final claims.
205,HoMMI: Learning Whole-Body Mobile Manipulation from Human Demonstrations,Session Imitation learning 3,11,https://www.roboticsproceedings.org/rss22/p205.pdf,Inference-side only/mostly,Not reported,Not reported,,Explicit latency/rate,10 Hz; 100 Hz; 500 Hz; 60 Hz,"Importantly, the look- buffered actions are streamed at 10 Hz to provide latency- at point is controlled separately from the whole-body IK and matched ...",server,Automatic full-text regex extraction; verify PDF for final claims.
206,"Mimic Intent, Not Just Trajectories",Session Imitation learning 3,11,https://www.roboticsproceedings.org/rss22/p206.pdf,Not reported,Not reported,Not reported,,Not reported,Not reported,,Not found,Automatic full-text regex extraction; verify PDF for final claims.
207,TAIL-Safe: Task-Agnostic Safety Monitoring for Imitation Learning Policies,Session Imitation learning 3,14,https://www.roboticsproceedings.org/rss22/p207.pdf,Inference-side only/mostly,Not reported,Not reported,,Explicit HW + latency/rate,RTX 4090; 20Hz; 43ms; 10Hz; 15.0 ms; 3 ms,The robot operates at 20Hz with RGB-D from a We qualitatively demonstrate TAIL-Safe’s resilience to run- wrist-mounted camera (43ms latency on RTX 4090).,RTX 4090,Automatic full-text regex extraction; verify PDF for final claims.
208,TMRL: Diffusion Timestep-Modulated Pretraining Enables Exploration for Efficient Policy Finetuning,Session Imitation learning 3,12,https://www.roboticsproceedings.org/rss22/p208.pdf,Not reported,Not reported,Not reported,,Not reported,Not reported,,Not found,Automatic full-text regex extraction; verify PDF for final claims.
209,Action-to-Action Flow Matching,Session Imitation learning 3,10,https://www.roboticsproceedings.org/rss22/p209.pdf,Inference-side only/mostly,Not reported,Not reported,,Explicit HW + latency/rate,NVIDIA GeForce RTX 5090; 1 ms; 0.56 ms; 32GB,"architecture, the inference latency of A2A is maintained below Specifically, grounding the generation process in historical 1 ms.",NVIDIA GeForce RTX 5090; embedded; NVIDIA; GPU,Automatic full-text regex extraction; verify PDF for final claims.
210,LDA-1B: Scaling Latent Dynamics Action Model via Universal Embodied Data Ingestion,Session Imitation learning 3,11,https://www.roboticsproceedings.org/rss22/p210.pdf,Training + inference reported,Explicit HW only,GPU,"The We represent predictive targets, future visual states and training process contains 400k iterations, resulting in a total actions, in a unified format to ...",Explicit latency/rate,3 Hz; 10 Hz,"Visual observations are sampled at 3 Hz, a data collection and annotation, thereby facilitating practical lower frequency than actions, 10 Hz.",embedded; server; NVIDIA; GPUs; GPU,Automatic full-text regex extraction; verify PDF for final claims.
